Version	Extracted	utcTime	weekday	temperature	dewpoint	rain	freezinglevel	uvIndex	totalcloud	lowcloud	medcloud	highcloud	humidity	windspeed	meansealevelpressure	windgustspeed	winddirection	windletter	icon	iconName	chanceofrain	chanceofsnow	dayOfWeek	sunrise	sunset	dayOrNight	seeingIndex	pickeringIndex	transIndex	lightLevel	moonLight	fogRisk	observation	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 15:00:00+00:00	Saturday	17	4	0.0	4189	1	100	0	99	100	43	0	1024	6	179	S	PC	Partly Cloudy	14	0	7	05:42:00+00:00	16:26:00+00:00	D	0	7	7	day	51	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 18:00:00+00:00	Saturday	15	2	0.0	4403	0	99	0	97	99	43	2	1025	8	123	ESE	PC	Partly Cloudy	12	0	7	05:42:00+00:00	16:26:00+00:00	N	0	8	7	night	52	3	False	
0.0.3	2026-05-13 22:13:18.721165+00:00	2026-05-23 21:00:00+00:00	Saturday	13	3	0.0	4474	0	98	0	8	98	48	2	1026	6	339	NNW	PC	Partly Cloudy	10	0	7	05:42:00+00:00	16:26:00+00:00	N	0	8	7	night	53	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-14 21:00:00+00:00	Thursday	14	1	0.0	4558	0	80	0	6	77	48	2	1021	0	10	N	PC	Partly Cloudy	0	0	5	05:37:00+00:00	16:30:00+00:00	N	1	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-14 22:00:00+00:00	Thursday	13	1	0.0	4568	0	27	0	6	27	53	2	1021	0	21	NNE	PC	Partly Cloudy	0	0	5	05:37:00+00:00	16:30:00+00:00	N	2	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-14 23:00:00+00:00	Thursday	13	1	0.0	4599	0	97	0	2	97	53	2	1021	2	43	NE	PC	Partly Cloudy	0	0	5	05:37:00+00:00	16:30:00+00:00	N	0	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 00:00:00+00:00	Friday	12	1	0.0	4475	0	71	0	6	69	53	2	1021	2	21	NNE	PC	Partly Cloudy	0	0	6	05:38:00+00:00	16:29:00+00:00	N	1	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 01:00:00+00:00	Friday	12	2	0.0	4540	0	99	0	6	96	56	2	1021	0	40	NE	FA	Fair	0	0	6	05:38:00+00:00	16:29:00+00:00	N	0	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 02:00:00+00:00	Friday	12	2	0.0	4551	0	51	0	10	48	61	2	1021	2	23	NNE	FA	Fair	0	0	6	05:38:00+00:00	16:29:00+00:00	N	1	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 03:00:00+00:00	Friday	11	2	0.0	4577	0	21	0	15	15	63	2	1021	2	27	NNE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	3	8	7	night	13	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 04:00:00+00:00	Friday	11	2	0.0	4602	0	10	0	9	10	66	2	1022	2	21	NNE	FA	Fair	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	7	naut	13	4	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 05:00:00+00:00	Friday	11	2	0.0	4612	0	8	0	7	7	66	2	1023	0	48	NE	PC	Partly Cloudy	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	7	day	13	4	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 06:00:00+00:00	Friday	13	3	0.0	4648	0	6	0	6	6	56	2	1023	0	32	NNE	PC	Partly Cloudy	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	7	day	12	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 07:00:00+00:00	Friday	15	3	0.0	4676	2	6	0	6	0	48	2	1022	4	11	N	PC	Partly Cloudy	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	7	day	12	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 08:00:00+00:00	Friday	17	3	0.0	4671	2	5	0	5	0	41	4	1021	6	344	NNW	PC	Partly Cloudy	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	12	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 09:00:00+00:00	Friday	18	2	0.0	4617	3	2	0	2	0	35	4	1020	6	322	NW	PC	Partly Cloudy	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	11	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 10:00:00+00:00	Friday	19	2	0.0	4540	4	0	0	0	0	31	4	1019	6	310	NW	PC	Partly Cloudy	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	11	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 11:00:00+00:00	Friday	20	1	0.0	4479	4	0	0	0	0	27	4	1018	6	287	WNW	FA	Fair	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	11	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 12:00:00+00:00	Friday	21	1	0.0	4403	4	0	0	0	0	26	4	1017	6	272	W	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	10	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 13:00:00+00:00	Friday	21	0	0.0	4318	4	0	0	0	0	26	4	1016	6	259	WSW	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	10	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 14:00:00+00:00	Friday	20	0	0.0	4307	3	0	0	0	0	25	2	1016	6	229	SW	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	10	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 15:00:00+00:00	Friday	19	2	0.0	4255	2	0	0	0	0	35	2	1017	8	175	S	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	D	8	8	8	day	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 16:00:00+00:00	Friday	17	1	0.0	4271	2	1	1	0	0	38	4	1018	8	158	SSE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	naut	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 17:00:00+00:00	Friday	16	1	0.0	4273	1	0	0	0	0	41	4	1019	6	149	SSE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 18:00:00+00:00	Friday	15	1	0.0	4278	1	0	0	0	0	43	2	1020	4	146	SE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 19:00:00+00:00	Friday	15	1	0.0	4309	0	0	0	0	0	45	2	1021	0	153	SSE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 20:00:00+00:00	Friday	15	1	0.0	4375	0	0	0	0	0	48	2	1021	0	144	SE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 21:00:00+00:00	Friday	14	2	0.0	4371	0	0	0	0	0	52	0	1021	2	118	ESE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 22:00:00+00:00	Friday	14	2	0.0	4351	0	0	0	0	0	54	0	1021	2	107	ESE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-15 23:00:00+00:00	Friday	13	2	0.0	4346	0	0	0	0	0	55	0	1021	2	102	ESE	SU	Sunny	0	0	6	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 00:00:00+00:00	Saturday	13	1	0.0	4343	0	0	0	0	0	56	2	1022	2	107	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 01:00:00+00:00	Saturday	13	1	0.0	4357	0	0	0	0	0	56	2	1022	2	108	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 02:00:00+00:00	Saturday	12	1	0.0	4331	0	0	0	0	0	57	2	1022	2	95	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 03:00:00+00:00	Saturday	12	1	0.0	4276	0	0	0	0	0	58	2	1022	2	73	ENE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 04:00:00+00:00	Saturday	12	1	0.0	4255	0	0	0	0	0	60	2	1023	2	89	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	naut	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 05:00:00+00:00	Saturday	12	2	0.0	4265	0	0	0	0	0	60	2	1024	4	118	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	day	5	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 06:00:00+00:00	Saturday	14	3	0.0	4225	0	0	0	0	0	54	2	1024	6	113	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	5	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 07:00:00+00:00	Saturday	16	3	0.0	4223	2	0	0	0	0	46	4	1023	4	98	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	4	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 08:00:00+00:00	Saturday	18	3	0.0	4198	3	0	0	0	0	41	4	1022	4	83	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	4	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 09:00:00+00:00	Saturday	19	3	0.0	4171	3	0	0	0	0	36	4	1021	2	74	ENE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	4	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 10:00:00+00:00	Saturday	20	2	0.0	4175	4	0	0	0	0	31	2	1020	2	83	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	3	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 11:00:00+00:00	Saturday	21	1	0.0	4181	4	0	0	0	0	27	2	1018	2	108	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	3	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 12:00:00+00:00	Saturday	21	0	0.0	4188	4	0	0	0	0	26	0	1018	2	131	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	3	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 13:00:00+00:00	Saturday	21	0	0.0	4191	4	0	0	0	0	25	0	1017	2	145	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	2	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 14:00:00+00:00	Saturday	21	0	0.0	4204	3	0	0	0	0	25	2	1017	2	149	SSE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	2	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 15:00:00+00:00	Saturday	19	2	0.0	4167	2	0	0	0	0	33	4	1018	2	151	SSE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	D	8	9	8	day	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 16:00:00+00:00	Saturday	18	0	0.0	4140	2	0	0	0	0	35	4	1019	2	139	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	naut	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 17:00:00+00:00	Saturday	17	0	0.0	4114	1	0	0	0	0	36	4	1020	2	127	SE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 18:00:00+00:00	Saturday	16	0	0.0	4079	1	0	0	0	0	37	4	1021	0	118	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 19:00:00+00:00	Saturday	16	0	0.0	4066	0	0	0	0	0	38	4	1022	0	118	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 20:00:00+00:00	Saturday	15	-1	0.0	4046	0	0	0	0	0	40	4	1022	2	107	ESE	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 21:00:00+00:00	Saturday	15	-1	0.0	4043	0	0	0	0	0	41	4	1023	8	89	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 22:00:00+00:00	Saturday	13	0	0.0	4067	0	0	0	0	0	44	4	1023	13	91	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-16 23:00:00+00:00	Saturday	13	1	0.0	4216	0	0	0	0	0	53	4	1024	13	87	E	SU	Sunny	0	0	7	05:38:00+00:00	16:29:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 00:00:00+00:00	Sunday	12	2	0.0	4169	0	1	1	0	0	59	2	1024	8	80	E	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 01:00:00+00:00	Sunday	12	2	0.0	4135	0	1	1	0	0	61	2	1024	6	81	E	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	N	8	9	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 02:00:00+00:00	Sunday	12	3	0.0	4101	0	1	1	0	0	64	2	1024	4	88	E	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	N	8	8	8	night	0	3	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 03:00:00+00:00	Sunday	11	3	0.1	4113	0	2	2	0	0	69	4	1024	4	76	ENE	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	N	8	9	8	night	0	4	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 04:00:00+00:00	Sunday	11	4	0.0	4153	0	7	7	0	0	74	4	1025	4	47	NE	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	N	8	9	8	naut	0	4	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 05:00:00+00:00	Sunday	11	5	0.0	4183	0	12	12	0	0	77	4	1025	6	49	NE	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	N	3	9	7	day	0	5	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 06:00:00+00:00	Sunday	13	5	0.1	4182	0	15	15	0	0	70	4	1025	4	37	NE	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	3	9	7	day	3	4	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 07:00:00+00:00	Sunday	14	6	0.0	4171	2	16	16	0	0	57	6	1024	6	16	NNE	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	3	9	7	day	4	2	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 08:00:00+00:00	Sunday	16	6	0.1	4181	3	14	14	0	0	51	6	1023	4	1	N	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	3	9	7	day	4	2	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 09:00:00+00:00	Sunday	18	6	0.1	4163	3	7	7	0	0	44	4	1021	4	352	N	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	9	7	day	4	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 10:00:00+00:00	Sunday	19	5	0.0	4079	4	5	5	0	0	37	4	1020	2	341	NNW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	5	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 11:00:00+00:00	Sunday	20	3	0.0	3559	4	20	20	0	0	32	2	1018	2	318	NW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	3	8	7	day	5	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 12:00:00+00:00	Sunday	20	3	0.0	3847	4	10	10	0	0	30	2	1017	4	299	WNW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	5	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 13:00:00+00:00	Sunday	20	3	0.0	3777	4	14	14	0	0	30	2	1017	2	285	WNW	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	3	8	7	day	6	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 14:00:00+00:00	Sunday	20	2	0.0	3566	3	17	17	1	0	30	2	1016	4	267	W	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	3	8	7	day	6	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 15:00:00+00:00	Sunday	18	5	0.0	3602	2	25	25	22	0	41	0	1017	8	190	S	SU	Sunny	0	0	1	05:39:00+00:00	16:28:00+00:00	D	3	8	7	day	6	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 16:00:00+00:00	Sunday	16	2	0.0	3594	2	61	52	54	0	40	2	1018	11	136	SE	FA	Fair	0	0	1	05:39:00+00:00	16:28:00+00:00	N	1	8	7	naut	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 17:00:00+00:00	Sunday	16	2	0.0	3607	1	80	58	79	3	39	4	1019	6	110	ESE	CL	Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	1	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 18:00:00+00:00	Sunday	16	3	0.0	3610	1	94	82	93	14	39	2	1020	6	80	E	CL	Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	8	7	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 19:00:00+00:00	Sunday	17	3	0.0	3620	0	93	80	93	60	41	4	1020	4	353	N	CL	Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	8	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 20:00:00+00:00	Sunday	16	5	0.0	3662	0	94	76	93	12	47	4	1020	4	8	N	CL	Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 21:00:00+00:00	Sunday	16	6	0.0	3649	0	97	82	93	4	52	4	1020	4	353	N	CL	Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 22:00:00+00:00	Sunday	16	6	0.0	3604	0	97	79	93	0	53	4	1020	4	337	NNW	PC	Partly Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-17 23:00:00+00:00	Sunday	16	6	0.0	3592	0	99	88	98	0	55	4	1020	4	309	NW	PC	Partly Cloudy	0	0	1	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 00:00:00+00:00	Monday	16	6	0.0	3564	0	99	87	99	0	58	2	1020	4	300	WNW	PC	Partly Cloudy	0	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 01:00:00+00:00	Monday	16	6	0.0	3517	0	99	93	99	3	58	2	1020	6	296	WNW	PC	Partly Cloudy	0	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 02:00:00+00:00	Monday	15	6	0.0	3494	0	98	76	98	0	58	2	1019	6	307	NW	CL	Cloudy	0	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 03:00:00+00:00	Monday	15	6	0.0	3482	0	99	52	99	0	57	2	1019	8	328	NNW	CL	Cloudy	0	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 04:00:00+00:00	Monday	14	6	0.0	3507	0	72	34	72	0	57	2	1020	11	332	NNW	PC	Partly Cloudy	0	0	2	05:39:00+00:00	16:28:00+00:00	N	1	7	7	naut	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 05:00:00+00:00	Monday	14	6	0.1	3496	0	72	38	72	0	62	2	1020	11	334	NNW	FA	Fair	0	0	2	05:39:00+00:00	16:28:00+00:00	N	1	7	7	day	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 06:00:00+00:00	Monday	15	6	0.0	3489	0	72	31	72	1	56	2	1020	6	328	NNW	FA	Fair	0	0	2	05:39:00+00:00	16:28:00+00:00	D	1	7	7	day	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 07:00:00+00:00	Monday	15	5	0.0	3481	2	22	22	6	0	46	4	1019	6	325	NW	SU	Sunny	1	0	2	05:39:00+00:00	16:28:00+00:00	D	3	7	7	day	12	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 08:00:00+00:00	Monday	17	4	0.0	3483	3	5	5	2	1	39	4	1019	6	329	NNW	SU	Sunny	5	0	2	05:39:00+00:00	16:28:00+00:00	D	8	8	7	day	12	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 09:00:00+00:00	Monday	18	4	0.0	3488	3	12	10	6	3	34	4	1017	4	311	NW	HZ		10	0	2	05:39:00+00:00	16:28:00+00:00	D	3	8	7	day	12	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 10:00:00+00:00	Monday	19	3	0.0	3474	4	22	22	6	4	31	4	1016	4	294	WNW	HZ		14	0	2	05:39:00+00:00	16:28:00+00:00	D	3	7	7	day	13	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 11:00:00+00:00	Monday	20	2	0.0	3527	4	83	82	28	2	29	4	1015	4	294	WNW	PC	Partly Cloudy	17	0	2	05:39:00+00:00	16:28:00+00:00	D	0	7	7	day	13	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 12:00:00+00:00	Monday	19	2	0.0	3561	4	99	96	79	4	28	2	1014	4	264	W	PC	Partly Cloudy	20	0	2	05:39:00+00:00	16:28:00+00:00	D	0	7	7	day	13	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 13:00:00+00:00	Monday	18	2	0.0	3572	3	100	92	99	6	28	4	1014	6	211	SSW	FA	Fair	22	0	2	05:39:00+00:00	16:28:00+00:00	D	0	7	7	day	14	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 14:00:00+00:00	Monday	18	3	0.0	3542	2	99	91	94	10	32	4	1014	6	178	S	CL	Cloudy	19	0	2	05:39:00+00:00	16:28:00+00:00	D	0	7	7	day	14	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 15:00:00+00:00	Monday	17	5	0.0	3490	1	97	87	94	10	40	4	1015	4	206	SSW	CL	Cloudy	15	0	2	05:39:00+00:00	16:28:00+00:00	D	0	7	6	day	14	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 16:00:00+00:00	Monday	17	5	0.0	3495	1	99	77	93	24	44	2	1017	4	228	SW	CL	Cloudy	12	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	naut	15	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 17:00:00+00:00	Monday	17	5	0.0	3516	1	99	65	99	10	47	2	1018	2	115	ESE	CL	Cloudy	10	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 18:00:00+00:00	Monday	17	6	0.0	3522	0	89	39	83	78	51	4	1018	2	103	ESE	CL	Cloudy	9	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 19:00:00+00:00	Monday	16	6	0.0	3517	0	85	7	14	84	52	2	1018	4	75	ENE	FA	Fair	8	0	2	05:39:00+00:00	16:28:00+00:00	N	0	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 20:00:00+00:00	Monday	15	6	0.0	3457	0	37	4	19	35	57	2	1018	4	3	N	FA	Fair	7	0	2	05:39:00+00:00	16:28:00+00:00	N	2	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 21:00:00+00:00	Monday	14	6	0.0	3491	0	42	5	11	41	56	4	1017	2	355	N	FA	Fair	6	0	2	05:39:00+00:00	16:28:00+00:00	N	2	7	6	night	0	3	False	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 22:00:00+00:00	Monday	14	5	0.0	3505	0	8	5	7	0	57	6	1017	2	345	NNW	FA	Fair	6	0	2	05:39:00+00:00	16:28:00+00:00	N	8	7	6	night	0	2	True	
0.0.3	2026-05-14 21:46:49.577696+00:00	2026-05-18 23:00:00+00:00	Monday	13	5	0.0	3515	0	24	18	10	0	57	4	1017	2	334	NNW	FA	Fair	5	0	2	05:39:00+00:00	16:28:00+00:00	N	3	7	6	night	0	3	False	
